Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
2-August-2023,5.20,5.20,5.02,5.15,5.140991240714048120,45095,163,231833.00,32138,71.27,0.18,-0.05
1-August-2023,5.34,5.34,5.06,5.10,5.171973368359074233,44158,199,228384.00,30741,69.62,0.28,-0.24
31-July-2023,4.99,5.19,4.98,5.18,5.121722846441947565,41118,177,210595.00,31693,77.08,0.21,0.19
28-July-2023,5.18,5.35,4.86,5.00,5.073267048359063490,78248,205,396973.00,60287,77.05,0.49,-0.18
27-July-2023,5.18,5.43,4.92,5.09,5.137987932122231748,61817,201,317615.00,43448,70.28,0.51,-0.09
26-July-2023,5.10,5.23,5.00,5.05,5.112123219609142100,60380,193,308670.00,49313,81.67,0.23,-0.05
25-July-2023,5.21,5.35,4.93,5.09,5.222909609556070600,56090,208,292953.00,43566,77.67,0.42,-0.12
24-July-2023,5.01,5.44,5.00,5.30,5.266539295836346075,189473,449,997867.00,141365,74.61,0.44,0.29
21-July-2023,4.83,5.11,4.70,4.99,4.891157699143641945,49512,174,242171.00,36905,74.54,0.41,0.16
20-July-2023,4.83,4.83,4.70,4.76,4.757214055367089667,23877,147,113588.00,19832,83.06,0.13,-0.07
19-July-2023,4.81,4.85,4.56,4.77,4.729423868312757201,20412,164,96537.00,17831,87.36,0.29,-0.04
18-July-2023,4.87,4.87,4.75,4.80,4.789036279367108838,12514,139,59930.00,8232,65.78,0.12,-0.07
17-July-2023,4.90,4.99,4.76,4.81,4.849241799197701214,35149,180,170446.00,28804,81.95,0.23,-0.09
14-July-2023,4.76,4.90,4.55,4.84,4.726219116355443540,52374,252,247531.00,29652,56.62,0.35,0.08
13-July-2023,4.78,4.86,4.50,4.70,4.685668406262545162,54802,241,256784.00,45826,83.62,0.36,-0.08
12-July-2023,4.76,4.94,4.76,4.81,4.842420163039413656,26742,178,129496.00,19377,72.46,0.18,0.05
11-July-2023,4.93,5.08,4.62,4.84,4.834678774033154474,104179,264,503672.00,75509,72.48,0.46,-0.09
10-July-2023,5.11,5.11,4.95,4.96,5.030531732418524871,90365,207,454584.00,66465,73.55,0.16,-0.15
7-July-2023,5.05,5.05,4.85,4.98,4.970949511933118490,21411,142,106433.00,15947,74.48,0.20,-0.07
6-July-2023,5.00,5.09,4.90,4.98,4.968865232308333600,93561,232,464892.00,73413,78.47,0.19,-0.02
5-July-2023,5.18,5.18,4.93,5.01,5.015794990421802146,27667,144,138772.00,22054,79.71,0.25,-0.17
4-July-2023,5.07,5.25,5.00,5.02,5.041998847819219118,53811,160,271315.00,38279,71.14,0.25,-0.05
3-July-2023,4.91,5.14,4.91,4.99,5.023960553050200703,40358,184,202757.00,32713,81.06,0.23,0.08
30-June-2023,5.15,5.15,5.00,5.09,5.060019015925837889,25242,142,127725.00,22758,90.16,0.15,-0.06
28-June-2023,5.10,5.19,5.00,5.05,5.068683828666630837,18607,106,94313.00,13432,72.19,0.19,-0.05
27-June-2023,5.07,5.15,5.06,5.12,5.102172403531395694,20162,119,102870.00,17598,87.28,0.09,0.05
26-June-2023,5.45,5.46,4.91,5.01,5.086848599321190016,138183,333,702916.00,113048,81.81,0.55,-0.44
23-June-2023,5.45,5.60,5.40,5.46,5.499163092373679255,133826,206,735931.00,108498,81.07,0.20,0.01
22-June-2023,5.01,5.98,5.01,5.44,5.470942052246220632,130842,354,715829.00,90546,69.20,0.97,0.43
21-June-2023,5.25,5.28,4.91,5.18,5.133356241409471448,32012,149,164329.00,20366,63.62,0.37,-0.07
20-June-2023,5.40,5.40,5.20,5.29,5.288932468446723990,19887,129,105181.00,13163,66.19,0.20,-0.11
19-June-2023,5.49,5.55,5.20,5.32,5.305688480430993503,31555,163,167421.00,20259,64.20,0.35,-0.17
16-June-2023,5.35,5.50,5.16,5.38,5.373448589626933575,54950,193,295271.00,35351,64.33,0.34,0.03
15-June-2023,5.20,5.40,5.20,5.36,5.350070859600254117,40926,127,218957.00,35402,86.50,0.20,0.16
14-June-2023,5.33,5.48,5.10,5.27,5.201893167036270818,67189,168,349510.00,43693,65.03,0.38,-0.06
13-June-2023,5.78,5.78,4.81,5.32,5.153962395408606929,258745,409,1333562.00,144812,55.97,0.97,-0.46
12-June-2023,5.11,6.09,4.52,5.54,5.494089157064153532,247765,331,1361243.00,161491,65.18,1.57,0.43
9-June-2023,5.14,5.23,5.00,5.08,5.031430661412492036,42379,134,213227.00,36231,85.49,0.23,-0.06
8-June-2023,5.08,5.20,5.00,5.14,5.104355354288758657,45048,163,229941.00,29160,64.73,0.20,0.06
7-June-2023,5.13,5.13,5.02,5.08,5.076139211899576776,24337,201,123538.00,18859,77.49,0.11,-0.05
6-June-2023,5.01,5.10,5.01,5.10,5.062366312963972654,23843,139,120702.00,20623,86.49,0.09,0.09
5-June-2023,4.97,5.16,4.95,5.01,5.048774619324236070,29093,142,146884.00,20817,71.55,0.21,0.04
2-June-2023,5.00,5.20,4.90,4.94,5.009812393722298107,35873,158,179717.00,29857,83.23,0.30,-0.06
1-June-2023,5.06,5.30,4.80,5.01,5.067228942228942228,126984,224,643457.00,81212,63.95,0.50,-0.05
31-May-2023,5.32,5.92,4.56,5.06,5.170851047960020884,67035,204,346628.00,42688,63.68,1.36,-0.26
30-May-2023,5.60,5.60,5.28,5.35,5.409640208733864322,29128,115,157572.00,22188,76.17,0.32,-0.25
29-May-2023,5.54,5.54,5.40,5.45,5.448673124319367226,17447,133,95063.00,11415,65.43,0.14,-0.09
26-May-2023,5.69,5.69,5.43,5.44,5.482095016967315592,22396,141,122777.00,18698,83.49,0.26,-0.25
25-May-2023,5.58,5.58,5.37,5.45,5.465880067628331954,27799,97,151946.00,19353,69.62,0.21,-0.13
24-May-2023,5.50,5.50,5.32,5.47,5.403838967215899439,29435,142,159062.00,18720,63.60,0.18,-0.03
23-May-2023,5.44,5.44,5.34,5.36,5.383532381784639285,30897,168,166335.00,19602,63.44,0.10,-0.08
22-May-2023,5.65,5.65,5.16,5.24,5.296338968236626209,50341,229,266623.00,33387,66.32,0.49,-0.41
19-May-2023,5.40,5.49,5.22,5.46,5.389543199732189050,32859,127,177095.00,18824,57.29,0.27,0.06
18-May-2023,5.51,5.65,5.40,5.49,5.480729550478997789,27140,121,148747.00,18525,68.26,0.25,-0.02
17-May-2023,5.32,5.59,5.32,5.48,5.511950694847543278,58574,129,322857.00,47565,81.20,0.27,0.16
16-May-2023,5.68,5.78,5.20,5.47,5.493682542401918793,93392,189,513066.00,47559,50.92,0.58,-0.21
15-May-2023,5.52,5.60,5.30,5.52,5.488908514234706474,105306,197,578015.00,73555,69.85,0.30,0.00
12-May-2023,5.29,5.90,5.17,5.25,5.375914500200569234,104702,201,562869.00,75952,72.54,0.73,-0.04
11-May-2023,5.48,5.48,5.21,5.29,5.319845509673693329,27704,128,147381.00,23565,85.06,0.27,-0.19
10-May-2023,5.20,5.34,5.00,5.25,5.250080984774862325,30870,111,162070.00,25721,83.32,0.34,0.05
9-May-2023,5.00,5.49,5.00,5.18,5.272654403452882540,48655,178,256541.00,43023,88.42,0.49,0.18
8-May-2023,5.12,5.13,5.00,5.09,5.067678044669195111,35595,157,180384.00,28172,79.15,0.13,-0.03
5-May-2023,4.87,5.09,4.85,5.01,4.920052023563614107,39213,129,192930.00,19711,50.27,0.24,0.14
4-May-2023,4.99,4.99,4.88,4.93,4.959830383668080136,39383,108,195333.00,28758,73.02,0.11,-0.06
3-May-2023,4.90,5.16,4.85,4.91,4.919544321822712709,16854,108,82914.00,10762,63.85,0.31,0.01
2-May-2023,4.95,4.97,4.82,4.90,4.871154216712698310,15569,126,75839.00,12232,78.57,0.15,-0.05
28-April-2023,4.84,4.99,4.84,4.89,4.934868943606036536,44065,119,217455.00,37131,84.26,0.15,0.05
27-April-2023,4.86,4.86,4.63,4.82,4.776659774867907190,21765,91,103964.00,13646,62.70,0.23,-0.04
26-April-2023,4.93,4.96,4.70,4.80,4.761268104932644586,19746,102,94016.00,15599,79.00,0.26,-0.13
25-April-2023,5.07,5.09,4.85,4.93,4.973372591691736542,31246,113,155398.00,24016,76.86,0.24,-0.14
24-April-2023,4.99,5.47,4.93,5.01,5.044888733775406757,60171,195,303556.00,42311,70.32,0.54,0.02
21-April-2023,4.70,5.09,4.65,4.87,4.804743279319550505,16107,85,77390.00,10822,67.19,0.44,0.17
20-April-2023,4.78,4.84,4.55,4.70,4.676539573446789941,18333,109,85735.00,14667,80.00,0.29,-0.08
19-April-2023,4.77,4.89,4.53,4.69,4.750390654066522806,26878,119,127681.00,22917,85.26,0.36,-0.08
18-April-2023,4.95,4.95,4.69,4.89,4.872933961558596963,26742,106,130312.00,25899,96.85,0.26,-0.06
17-April-2023,4.51,5.10,4.51,4.82,4.852307890665291387,62048,158,301076.00,49018,79.00,0.59,0.31
13-April-2023,4.64,4.71,4.45,4.56,4.571109593359251865,38068,126,174013.00,24762,65.05,0.26,-0.08
12-April-2023,4.93,4.93,4.39,4.54,4.570753143536714478,68951,177,315158.00,44366,64.34,0.54,-0.39
11-April-2023,4.83,5.00,4.50,4.84,4.857966834895457822,12483,83,60642.00,7376,59.09,0.50,0.01
10-April-2023,5.17,5.17,4.65,4.82,4.835005391980654226,30601,137,147956.00,24255,79.26,0.52,-0.35
6-April-2023,4.78,4.92,4.70,4.88,4.825255942703985236,22759,86,109818.00,14139,62.12,0.22,0.10
5-April-2023,4.90,4.99,4.71,4.88,4.866722234996550931,34792,123,169323.00,30888,88.78,0.28,-0.02
3-April-2023,4.16,4.60,4.15,4.60,4.549720150653481986,66643,148,303207.00,34147,51.24,0.45,0.44
31-March-2023,4.40,4.40,4.00,4.19,4.178833773522614724,48464,162,202523.00,40669,83.92,0.40,-0.21
29-March-2023,4.30,4.47,4.20,4.32,4.262775033677593174,33405,113,142398.00,29645,88.74,0.27,0.02
28-March-2023,4.49,4.59,4.10,4.37,4.456559910099733108,28476,97,126905.00,23381,82.11,0.49,-0.12
27-March-2023,4.50,4.64,4.40,4.44,4.520264612292748283,11942,115,53981.00,11430,95.71,0.24,-0.06
24-March-2023,4.50,4.67,4.37,4.49,4.515124875124875124,25025,108,112991.00,17680,70.65,0.30,-0.01
23-March-2023,4.65,4.74,4.37,4.53,4.576995497339336880,12215,111,55908.00,7218,59.09,0.37,-0.12
22-March-2023,4.60,4.75,4.32,4.67,4.490416729351587182,33235,118,149239.00,20911,62.92,0.43,0.07
21-March-2023,4.68,4.68,4.34,4.43,4.449247500823904207,18206,102,81003.00,13507,74.19,0.34,-0.25
20-March-2023,4.80,4.85,4.23,4.44,4.370533514046328240,64928,184,283770.00,36575,56.33,0.62,-0.36
17-March-2023,4.89,4.89,4.63,4.70,4.720481773335895957,15609,127,73682.00,11712,75.03,0.26,-0.19
16-March-2023,4.90,5.00,4.51,4.62,4.657295783102396078,79964,209,372416.00,56101,70.16,0.49,-0.28
15-March-2023,4.61,5.07,4.61,4.93,4.935265981513800012,61884,181,305414.00,46254,74.74,0.46,0.32
14-March-2023,4.90,5.07,4.41,4.61,4.779388901227908747,31517,132,150632.00,24980,79.26,0.66,-0.29
13-March-2023,5.04,5.04,4.63,4.90,4.835506662240978709,21089,130,101976.00,13535,64.18,0.41,-0.14
10-March-2023,5.10,5.10,4.85,4.97,4.969494544644845246,31437,126,156226.00,22132,70.40,0.25,-0.13
9-March-2023,5.00,5.18,4.82,4.97,5.013268278111075153,40171,158,201388.00,28680,71.39,0.36,-0.03
8-March-2023,4.75,5.44,4.75,5.01,5.104081796740994854,74624,190,380887.00,61120,81.90,0.69,0.26
6-March-2023,5.10,5.18,4.95,4.97,5.008302547401753189,77687,143,389080.00,66453,85.54,0.23,-0.13
3-March-2023,4.97,5.44,4.85,4.98,5.009214599380894104,83346,172,417498.00,73706,88.43,0.59,0.01
2-March-2023,4.98,4.98,4.82,4.95,4.955087663117444560,24982,109,123788.00,24326,97.37,0.16,-0.03
1-March-2023,4.85,4.98,4.80,4.94,4.911336288790373654,14211,103,69795.00,12286,86.45,0.18,0.09
28-February-2023,4.92,5.03,4.82,4.85,4.916963249148316616,52543,120,258352.00,49677,94.55,0.21,-0.07
27-February-2023,5.20,5.21,4.90,4.96,4.952022663579870841,65656,152,325130.00,56605,86.21,0.31,-0.24
24-February-2023,5.29,5.29,4.91,5.15,5.106596095839735928,17571,133,89728.00,12935,73.62,0.38,-0.14
23-February-2023,5.15,5.20,5.00,5.15,5.143198892013262265,23827,102,122547.00,15454,64.86,0.20,0.00
22-February-2023,5.35,5.35,4.91,4.99,5.113193911197434391,22139,143,113201.00,13610,61.48,0.44,-0.36
21-February-2023,5.31,5.31,5.06,5.12,5.166999630040695523,13515,146,69832.00,10714,79.27,0.25,-0.19
20-February-2023,5.23,5.38,5.12,5.29,5.293281524549649290,70001,196,370535.00,57740,82.48,0.26,0.06
17-February-2023,5.49,5.49,5.01,5.17,5.098764668275278929,48489,176,247234.00,36592,75.46,0.48,-0.32
16-February-2023,5.28,5.48,4.83,5.32,5.207237807690694846,23847,136,124177.00,17362,72.81,0.65,0.04
15-February-2023,5.40,5.49,5.26,5.27,5.364010282776349614,11670,108,62598.00,8811,75.50,0.23,-0.13
14-February-2023,5.40,5.56,5.31,5.40,5.391562128010255471,43684,136,235525.00,25702,58.84,0.25,0.00
13-February-2023,5.59,5.67,5.35,5.53,5.550306862562767342,16131,146,89532.00,11399,70.67,0.32,-0.06
10-February-2023,5.36,5.58,5.15,5.49,5.406169087020150849,17766,122,96046.00,11752,66.15,0.43,0.13
9-February-2023,5.65,5.90,5.20,5.40,5.442134188229906114,21835,154,118829.00,19288,88.34,0.70,-0.25
8-February-2023,5.49,5.65,5.25,5.50,5.411806316980865136,28273,142,153008.00,15495,54.80,0.40,0.01
7-February-2023,5.22,5.49,5.20,5.40,5.313984863441921684,45585,140,242238.00,28588,62.71,0.29,0.18
6-February-2023,5.55,5.55,5.16,5.21,5.292580905555147868,27254,156,144244.00,20826,76.41,0.39,-0.34
3-February-2023,5.40,5.58,5.30,5.40,5.386942403008032814,23404,120,126076.00,21233,90.72,0.28,0.00
2-February-2023,5.67,5.67,5.41,5.47,5.506737628807609557,17662,105,97260.00,13777,78.00,0.26,-0.20
1-February-2023,5.65,5.75,5.36,5.45,5.410457617900707015,90097,214,487466.00,77115,85.59,0.39,-0.20
31-January-2023,5.68,5.68,5.35,5.56,5.444771587615586327,21737,147,118353.00,15183,69.85,0.33,-0.12
30-January-2023,5.88,5.88,5.38,5.53,5.521702794463306346,19145,168,105713.00,15541,81.18,0.50,-0.35
27-January-2023,5.80,5.80,5.50,5.62,5.694096231020644574,24171,124,137632.00,15242,63.06,0.30,-0.18
25-January-2023,5.88,5.88,5.48,5.68,5.688852893535561772,13582,125,77266.00,10956,80.67,0.40,-0.20
24-January-2023,5.78,6.00,5.63,5.73,5.730042448308914144,14606,124,83693.00,13504,92.46,0.37,-0.05
23-January-2023,5.90,5.90,5.67,5.73,5.804718043867205619,30182,174,175198.00,25025,82.91,0.23,-0.17
20-January-2023,5.68,5.80,5.68,5.75,5.746317381957162194,12559,83,72168.00,12099,96.34,0.12,0.07
19-January-2023,5.71,5.82,5.67,5.75,5.741970632491049654,19273,108,110665.00,18630,96.66,0.15,0.04
18-January-2023,5.89,5.89,5.70,5.78,5.761390113632290210,55794,128,321451.00,50570,90.64,0.19,-0.11
17-January-2023,5.75,5.85,5.65,5.74,5.732869945663679345,28342,107,162481.00,23982,84.62,0.20,-0.01
16-January-2023,5.92,5.92,5.61,5.73,5.739381979638516392,22297,150,127971.00,18975,85.10,0.31,-0.19
13-January-2023,5.75,5.79,5.44,5.73,5.647504471958191575,57022,123,322032.00,53209,93.31,0.35,-0.02
12-January-2023,5.44,5.62,5.32,5.60,5.522635464549380136,50253,177,277529.00,44475,88.50,0.30,0.16
11-January-2023,5.60,5.70,5.35,5.48,5.484894022653358752,44585,135,244544.00,32989,73.99,0.35,-0.12
10-January-2023,5.65,5.73,5.55,5.60,5.630674987118566439,17467,114,98351.00,11182,64.02,0.18,-0.05
9-January-2023,5.80,5.80,5.45,5.69,5.649845329885959647,21659,125,122370.00,13731,63.40,0.35,-0.11
6-January-2023,5.43,5.70,5.43,5.60,5.579884290164663996,26964,159,150456.00,23278,86.33,0.27,0.17
5-January-2023,5.84,5.84,5.54,5.65,5.661137186055676973,27911,160,158008.00,24184,86.65,0.30,-0.19
4-January-2023,5.79,5.79,5.50,5.64,5.572938619236243669,90631,289,505081.00,71341,78.72,0.29,-0.15
3-January-2023,5.80,5.88,5.62,5.67,5.704743736709924131,114277,210,651921.00,82581,72.26,0.26,-0.13
2-January-2023,5.71,5.96,5.51,5.69,5.772449120863906963,108345,343,625416.00,80353,74.16,0.45,-0.02
30-December-2022,6.14,6.14,5.63,5.69,5.788889426332591661,82696,219,478718.00,67695,81.86,0.51,-0.45
29-December-2022,5.89,5.99,5.55,5.92,5.850086906141367323,34520,168,201945.00,24267,70.30,0.44,0.03
28-December-2022,6.03,6.03,5.67,5.72,5.723659463653939736,152066,224,870374.00,127800,84.04,0.36,-0.31
27-December-2022,5.95,6.05,5.86,5.96,5.937633283310954900,101288,260,601411.00,85700,84.61,0.19,0.01
26-December-2022,6.12,6.39,5.82,5.82,5.893577320812116614,260997,328,1538206.00,220439,84.46,0.57,-0.30
23-December-2022,6.37,6.37,6.12,6.12,6.129538700778595545,187774,174,1150968.00,178794,95.22,0.25,-0.25
22-December-2022,6.75,6.90,6.44,6.44,6.622114448284421362,52373,204,346820.00,34383,65.65,0.46,-0.31
21-December-2022,6.85,7.00,6.70,6.77,6.809951809072133404,26146,153,178053.00,19773,75.63,0.30,-0.08
20-December-2022,6.93,7.05,6.85,6.90,6.976009124398589388,76279,143,532123.00,68562,89.88,0.20,-0.03
19-December-2022,6.95,7.10,6.91,6.93,6.973862551702195354,62860,178,438377.00,42672,67.88,0.19,-0.02
16-December-2022,6.98,7.14,6.80,6.80,6.851044893018619388,28089,143,192439.00,23434,83.43,0.34,-0.18
15-December-2022,7.01,7.01,6.70,6.89,6.941623801630295469,58517,194,406203.00,51772,88.47,0.31,-0.12
14-December-2022,7.04,7.04,6.80,6.92,6.895781813043171059,14153,126,97596.00,10137,71.62,0.24,-0.12
13-December-2022,6.74,6.85,6.55,6.84,6.779692109009260210,68141,181,461975.00,46870,68.78,0.30,0.10
12-December-2022,6.92,6.92,6.53,6.59,6.696332849845494103,63428,231,424735.00,56744,89.46,0.39,-0.33
9-December-2022,7.00,7.09,6.70,6.87,6.848984181141439205,51584,222,353298.00,32664,63.32,0.39,-0.13
8-December-2022,7.00,7.15,6.80,7.01,6.994168201350521792,26064,122,182296.00,20495,78.63,0.35,0.01
7-December-2022,7.00,7.20,6.84,6.87,6.935548708726181188,75623,184,524487.00,68924,91.14,0.36,-0.13
6-December-2022,7.20,7.39,6.84,7.09,6.968630309044953402,64489,229,449400.00,48939,75.89,0.55,-0.11
5-December-2022,7.00,7.24,6.80,7.20,7.072733473838861730,114349,244,808760.00,114349,100.00,0.44,0.20
2-December-2022,6.85,6.98,6.60,6.90,6.885054580210272146,19879,146,136868.00,19879,100.00,0.38,0.05
1-December-2022,6.95,7.04,6.47,6.91,6.772575496660926540,95236,383,644993.00,95236,100.00,0.57,-0.04
30-November-2022,6.90,7.08,6.71,6.81,6.841464398032416740,49604,226,339364.00,49604,100.00,0.37,-0.09
29-November-2022,7.04,7.25,6.77,6.95,6.902843794104764531,61643,202,425512.00,61643,100.00,0.48,-0.09
28-November-2022,7.00,7.30,6.75,7.04,7.158228532305142157,27751,180,198648.00,27751,100.00,0.55,0.04
25-November-2022,7.40,7.52,6.95,7.00,7.086244633386648707,71274,227,505065.00,71274,100.00,0.57,-0.40
24-November-2022,7.11,7.48,7.11,7.31,7.236545938203396766,9774,115,70730.00,9774,100.00,0.37,0.20
23-November-2022,7.10,7.48,7.10,7.23,7.181586647881218164,18454,118,132529.00,18454,100.00,0.38,0.13
22-November-2022,7.50,7.58,7.06,7.22,7.289801413665432514,17826,134,129948.00,17826,100.00,0.52,-0.28
21-November-2022,7.25,7.60,7.18,7.26,7.343150729759801034,15279,145,112196.00,15279,100.00,0.42,0.01
18-November-2022,7.85,7.85,7.33,7.40,7.497088863670005427,40534,166,303887.00,,,0.52,-0.45
17-November-2022,8.00,8.00,7.45,7.55,7.682402055234425176,34254,133,263153.00,34254,100.00,0.55,-0.45
16-November-2022,7.76,8.14,7.38,7.71,8.005090518792420989,322364,202,2580553.00,322364,100.00,0.76,-0.05
15-November-2022,7.95,8.29,7.76,7.76,7.796385950473239572,82622,233,644153.00,82622,100.00,0.53,-0.19
14-November-2022,8.00,8.34,7.96,8.16,8.150637129974514801,25505,162,207882.00,25505,100.00,0.38,0.16
11-November-2022,8.40,8.40,8.03,8.07,8.135855276885198013,47926,169,389919.00,47926,100.00,0.37,-0.33
10-November-2022,8.19,8.48,8.15,8.21,8.214063498828041764,23465,127,192743.00,23465,100.00,0.33,0.02
9-November-2022,7.91,8.49,7.90,8.19,8.135831837546765857,46241,216,376209.00,46241,100.00,0.59,0.28
7-November-2022,8.10,8.25,8.00,8.22,8.073252783700544894,21105,146,170386.00,21105,100.00,0.25,0.12
4-November-2022,7.95,8.43,7.90,8.24,8.170967502045065813,13447,125,109875.00,13447,100.00,0.53,0.29
3-November-2022,8.13,8.20,7.90,8.03,8.045556107249255213,24168,117,194445.00,24168,100.00,0.30,-0.10
2-November-2022,8.43,8.43,8.11,8.17,8.244392597698711490,18859,152,155481.00,18859,100.00,0.32,-0.26
1-November-2022,8.16,8.65,8.10,8.17,8.337439014636487243,87521,243,729701.00,87521,100.00,0.55,0.01
31-October-2022,8.50,8.72,8.09,8.28,8.284196986402058066,27210,184,225413.00,27210,100.00,0.63,-0.22
28-October-2022,8.40,8.40,8.05,8.33,8.246272722769825152,20189,114,166484.00,20189,100.00,0.35,-0.07
27-October-2022,8.07,8.45,8.07,8.35,8.242677256877179387,51620,197,425487.00,51620,100.00,0.38,0.28
25-October-2022,8.50,8.50,7.95,8.06,8.137478514719122582,36653,166,298263.00,36653,100.00,0.55,-0.44
24-October-2022,8.00,8.30,7.61,8.23,8.167512435311259609,19903,120,162558.00,,,0.69,0.23
21-October-2022,7.61,8.17,7.46,7.95,7.851410580900055558,16199,98,127185.00,16199,100.00,0.71,0.34
20-October-2022,7.80,8.00,7.56,7.83,7.736033787675177577,20836,124,161188.00,20836,100.00,0.44,0.03
19-October-2022,8.09,8.09,7.81,7.92,7.958396752917300862,23652,87,188232.00,23652,100.00,0.28,-0.17
18-October-2022,7.90,8.10,7.75,8.01,7.892005983048030580,30085,126,237431.00,30085,100.00,0.35,0.11
17-October-2022,8.14,8.14,7.66,8.05,7.891254014489506311,40167,162,316968.00,40167,100.00,0.48,-0.09
14-October-2022,7.90,8.25,7.61,8.04,8.008113684308134548,43137,176,345446.00,43137,100.00,0.64,0.14
13-October-2022,8.25,8.30,7.83,7.93,7.975589789387512093,26874,152,214336.00,26874,100.00,0.47,-0.32
12-October-2022,7.92,8.30,7.52,8.20,8.067840529101834828,81043,224,653842.00,81043,100.00,0.78,0.28
11-October-2022,8.45,8.49,7.85,7.91,8.049711121810303322,33232,149,267508.00,33232,100.00,0.64,-0.54
10-October-2022,8.48,8.48,8.06,8.20,8.182991382847763643,48740,194,398839.00,48740,100.00,0.42,-0.28
7-October-2022,8.21,8.54,8.15,8.48,8.345802473777209669,26599,156,221990.00,26599,100.00,0.39,0.27
6-October-2022,8.15,8.50,8.15,8.34,8.273950290851401374,47275,177,391151.00,47275,100.00,0.35,0.19
4-October-2022,8.03,8.65,8.03,8.29,8.311148981971477262,33447,178,277983.00,33447,100.00,0.62,0.26
3-October-2022,8.50,8.70,7.92,8.40,8.203513391996916950,31138,218,255441.00,31138,100.00,0.78,-0.10
30-September-2022,7.86,8.49,7.86,8.33,8.302042381819925208,31287,167,259746.00,31287,100.00,0.63,0.47
29-September-2022,8.40,8.63,8.11,8.23,8.370482847545044280,58942,175,493373.00,58942,100.00,0.52,-0.17
28-September-2022,8.58,8.75,8.14,8.23,8.207969272268809007,34106,172,279941.00,34106,100.00,0.61,-0.35
27-September-2022,8.90,8.99,8.15,8.56,8.619999596538298602,49571,247,427302.00,49571,100.00,0.84,-0.34
26-September-2022,8.31,8.93,8.09,8.57,8.187367289521180592,150704,329,1233869.00,,,0.84,0.26
23-September-2022,8.69,8.73,8.30,8.51,8.521865995550206076,27417,219,233644.00,27417,100.00,0.43,-0.18
22-September-2022,8.45,9.00,8.30,8.37,8.390428020292232449,65838,257,552409.00,65838,100.00,0.70,-0.08
21-September-2022,9.00,9.30,8.65,8.65,8.841977278771989817,52638,252,465424.00,52638,100.00,0.65,-0.35
20-September-2022,9.10,9.45,8.91,9.10,9.077272553248510062,78359,328,711286.00,78359,100.00,0.54,0.00
19-September-2022,9.66,10.00,9.18,9.28,9.293093247388170084,128454,421,1193735.00,128454,100.00,0.82,-0.38
16-September-2022,10.48,10.48,9.66,9.66,9.836492303738446429,108949,438,1071676.00,108949,100.00,0.82,-0.82
15-September-2022,10.16,10.16,9.70,10.16,10.125831154661671161,194308,563,1967530.00,194308,100.00,0.46,0.00
14-September-2022,9.00,9.68,8.76,9.68,9.399442254980840299,146662,530,1378541.00,146662,100.00,0.92,0.68
13-September-2022,9.00,9.22,8.90,9.22,9.146463526420059729,135276,541,1237297.00,135276,100.00,0.32,0.22
12-September-2022,8.45,9.00,8.17,8.79,8.651232711966325917,93128,403,805672.00,77372,83.08,0.83,0.34
